user_id,date,change,notes
1,2024-09-22,-22,
1,2025-06-25,-12,
1,2024-10-28,64,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1,2025-07-20,-15,
1,2024-01-22,-24,Aliquam non mauris.
1,2024-11-03,25,
1,2024-05-14,6,
1,2024-06-07,48,
1,2025-06-12,-23,
1,2025-01-04,65,
1,2024-03-30,83,Maecenas rhoncus aliquam lacus.
1,2025-07-13,-22,Proin eu mi.
1,2025-06-04,9,
1,2024-08-31,70,
1,2025-01-29,59,
1,2024-12-29,-40,
1,2025-08-12,11,
1,2025-03-10,56,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1,2025-01-16,89,
1,2024-09-22,51,
1,2025-04-24,26,
1,2024-11-02,-46,
1,2024-06-26,-36,
1,2024-09-25,95,Nam nulla.
1,2025-04-02,36,
1,2024-12-27,1,
1,2024-03-19,-25,
1,2025-04-15,-32,
1,2024-11-01,97,
1,2025-04-10,96,
1,2024-08-14,12,
1,2025-04-12,57,
1,2025-03-22,-45,
1,2025-06-17,59,
1,2024-11-15,23,Duis mattis egestas metus.
1,2024-12-21,71,
1,2024-05-30,-25,
1,2025-03-05,58,Sed sagittis.
1,2025-02-19,-21,
1,2025-04-10,79,
1,2025-07-17,78,
1,2024-12-20,98,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1,2024-12-11,-4,
1,2024-06-10,-5,
1,2025-08-17,-15,
1,2024-01-16,44,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1,2025-06-26,-5,
1,2024-08-07,-37,
1,2024-04-12,-48,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
1,2025-02-21,7,In hac habitasse platea dictumst.
1,2024-09-21,31,
1,2024-04-04,70,
1,2024-04-19,89,
1,2025-02-20,-1,
1,2025-07-15,34,In hac habitasse platea dictumst.
1,2024-03-12,47,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1,2024-01-22,87,Curabitur convallis.
1,2024-12-09,96,
1,2024-10-31,88,
1,2025-02-25,49,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
1,2024-11-18,74,
1,2025-07-07,7,
1,2025-07-08,53,
1,2024-08-17,-39,In eleifend quam a odio.
1,2024-05-02,55,
1,2024-08-30,-24,
1,2024-03-08,44,In hac habitasse platea dictumst.
1,2024-08-10,-3,
1,2024-02-05,51,
1,2024-04-15,-43,
1,2024-03-01,51,
1,2024-10-15,26,
1,2024-10-17,-27,Praesent id massa id nisl venenatis lacinia.
1,2025-07-19,28,Suspendisse potenti.
1,2024-07-30,-35,
1,2025-06-30,40,Morbi a ipsum.
1,2025-08-17,93,Cras in purus eu magna vulputate luctus.
1,2024-05-22,-40,
1,2024-09-13,66,
1,2024-04-03,7,
1,2025-03-12,1,
1,2024-01-26,5,
1,2024-11-10,10,
1,2024-07-25,-29,
1,2024-06-03,34,
1,2024-03-03,1,Donec posuere metus vitae ipsum.
1,2024-08-19,76,
1,2024-08-12,23,
1,2025-05-05,-27,
1,2024-01-16,39,
1,2024-01-24,37,
1,2024-06-16,30,
1,2025-07-11,-16,
1,2024-10-30,-25,
1,2025-03-13,-22,
1,2025-04-03,64,
1,2024-04-01,43,Nulla tempus.
1,2024-03-14,-35,
1,2024-11-12,76,In quis justo.
1,2025-02-27,-15,
1,2025-08-01,78,Nulla nisl.
1,2024-02-10,38,
1,2024-07-19,8,Morbi non quam nec dui luctus rutrum.
1,2025-07-22,85,
1,2024-05-01,-35,
1,2024-12-26,56,
1,2024-09-12,80,
1,2024-03-12,7,
1,2025-06-30,-39,
1,2024-01-04,-21,
1,2024-08-21,11,
1,2024-07-09,77,
1,2024-10-15,34,
1,2024-05-27,40,
1,2024-02-04,-17,
1,2024-09-01,95,
1,2024-06-16,0,
1,2025-05-02,-25,
1,2025-01-24,58,Suspendisse potenti.
1,2025-07-21,3,Fusce consequat.
1,2025-06-12,-46,
1,2025-03-19,-33,
1,2024-02-24,6,
1,2025-07-30,55,
1,2024-09-29,-47,
1,2024-07-22,98,Cras pellentesque volutpat dui.
1,2024-06-09,66,
1,2024-02-03,50,
1,2025-01-29,98,
1,2024-05-07,-13,Nulla nisl.
1,2025-03-09,-16,Suspendisse potenti.
1,2024-10-18,35,
1,2024-03-23,98,Donec vitae nisi.
1,2025-07-22,6,
1,2025-06-12,23,
1,2024-09-01,-30,
1,2024-07-24,-23,
1,2025-05-05,14,
1,2025-06-21,-29,
1,2024-04-11,29,
1,2024-01-26,93,
1,2024-04-21,10,
1,2024-11-28,52,
1,2025-06-30,-45,
1,2025-07-18,-10,
1,2025-04-24,-49,
1,2025-03-08,11,Donec posuere metus vitae ipsum.
1,2025-08-04,-21,
1,2024-04-30,31,In congue.
1,2025-01-16,-6,
1,2025-03-14,68,
1,2024-10-25,29,
1,2024-11-15,-13,Nam tristique tortor eu pede.
1,2025-06-13,84,Vestibulum ac est lacinia nisi venenatis tristique.
1,2025-07-24,-46,Aliquam quis turpis eget elit sodales scelerisque.
1,2025-05-30,98,
1,2024-02-02,83,
1,2024-10-04,-25,
1,2024-04-17,4,
1,2024-12-06,-17,
1,2025-03-31,17,
1,2024-04-25,61,
1,2024-03-11,49,
1,2024-12-18,84,
1,2024-10-31,-27,
1,2024-09-07,-43,
1,2025-02-22,61,
1,2025-06-26,28,
1,2025-03-04,-10,Vivamus vel nulla eget eros elementum pellentesque.
1,2024-03-28,-11,Suspendisse potenti.
1,2024-03-29,-14,
1,2024-12-03,14,
1,2024-07-06,57,
1,2024-09-10,-41,
1,2025-03-26,60,
1,2024-04-06,43,Nulla suscipit ligula in lacus.
1,2025-07-05,19,
1,2024-03-27,-18,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
1,2024-10-19,45,Suspendisse potenti.
1,2024-04-27,-44,
1,2024-01-20,-36,
1,2024-06-23,76,
1,2024-07-11,56,
1,2024-07-16,20,
1,2025-06-08,-10,
1,2024-08-26,-12,
1,2025-02-23,95,
1,2024-02-28,-32,Fusce posuere felis sed lacus.
1,2025-08-17,81,
1,2025-04-08,-50,
1,2025-04-07,20,
1,2025-07-08,34,
1,2024-04-05,14,Aenean auctor gravida sem.
1,2024-01-12,22,
1,2024-09-23,62,
1,2024-07-17,-26,Nulla mollis molestie lorem.
1,2024-04-09,12,
1,2024-12-20,56,
1,2024-09-12,0,
1,2024-04-04,87,
1,2025-03-16,23,
1,2024-02-29,32,
1,2025-07-31,63,
1,2024-01-04,29,
1,2025-01-19,-11,
1,2024-04-24,42,
1,2025-05-23,93,
1,2025-03-01,-49,
1,2024-09-10,75,Suspendisse potenti.
1,2025-05-06,13,
1,2025-08-14,78,
1,2024-04-24,64,
1,2025-05-15,84,
1,2024-11-30,-34,
1,2024-01-31,90,In congue.
1,2024-11-16,38,Donec semper sapien a libero.
1,2024-03-13,45,
1,2025-06-12,-40,
1,2024-11-23,40,
1,2024-06-14,52,
1,2024-09-28,26,
1,2024-11-01,14,In hac habitasse platea dictumst.
1,2024-12-18,-31,
1,2024-08-06,-33,
1,2025-03-22,40,
1,2025-05-06,-9,
1,2024-02-06,71,
1,2024-02-07,72,Nam nulla.
1,2024-10-22,-28,
1,2025-08-05,-46,
1,2024-01-30,-33,
1,2025-04-08,-9,
1,2025-04-16,-8,
1,2024-07-07,22,
1,2024-10-05,81,Sed sagittis.
1,2025-04-09,28,
1,2025-03-29,79,
1,2024-01-25,81,
1,2024-06-12,68,
1,2025-03-03,-29,Duis consequat dui nec nisi volutpat eleifend.
1,2024-04-27,10,
1,2024-04-29,15,
1,2025-01-01,15,
1,2025-06-25,-39,
1,2025-06-26,41,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
1,2025-06-15,81,
1,2025-05-18,-20,Suspendisse accumsan tortor quis turpis.
1,2024-05-30,23,
1,2024-03-31,19,
1,2025-02-04,-26,
1,2024-05-17,-48,
1,2025-04-21,-45,
1,2025-04-10,29,
1,2025-03-31,-37,Cras in purus eu magna vulputate luctus.
1,2024-11-18,99,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
1,2024-07-06,-36,
1,2024-06-01,81,
1,2025-02-03,88,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1,2024-02-07,89,
1,2025-01-29,-33,Curabitur convallis.
1,2024-08-24,78,
1,2024-01-24,86,
1,2024-07-17,28,
1,2024-06-14,53,
1,2024-04-04,-40,Maecenas ut massa quis augue luctus tincidunt.
1,2024-08-26,24,
1,2024-03-14,53,
1,2024-03-24,51,
1,2024-11-07,71,
1,2024-11-24,54,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1,2025-07-22,-24,Vivamus tortor.
1,2025-06-07,-31,
1,2024-10-30,19,
1,2024-10-20,86,
1,2024-06-03,-14,
1,2025-07-20,-26,
1,2024-07-11,-37,
1,2024-02-12,32,
1,2025-04-20,-3,
1,2025-07-02,67,
1,2025-02-22,71,
1,2024-10-22,74,Nulla nisl.
1,2025-04-16,52,
1,2024-10-21,-11,
1,2024-07-19,68,
1,2025-05-31,86,
1,2025-01-25,39,
1,2025-08-10,65,
1,2024-01-15,10,
1,2025-03-07,83,
1,2024-03-13,10,
1,2025-07-07,32,Morbi porttitor lorem id ligula.
1,2025-06-02,-7,
1,2024-12-27,47,
1,2024-01-25,11,
1,2025-07-29,-43,
1,2024-08-27,77,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1,2024-02-28,88,
1,2024-01-23,19,Donec ut dolor.
1,2024-08-10,23,
1,2024-07-09,28,
1,2024-07-21,-43,
1,2024-10-09,-4,
1,2024-07-05,97,Proin at turpis a pede posuere nonummy.
1,2025-04-14,72,
1,2024-03-07,85,
1,2024-12-07,51,
1,2025-06-26,89,
1,2025-03-16,35,
1,2025-03-18,4,
1,2024-06-27,-27,
1,2024-02-03,78,
1,2024-05-14,-10,
1,2024-05-28,97,
1,2024-12-20,52,
1,2025-01-17,26,
1,2025-06-27,75,
1,2025-03-05,23,Nam nulla.
1,2024-03-04,53,
1,2025-01-30,-39,
1,2025-02-20,-33,Nulla ut erat id mauris vulputate elementum.
1,2024-05-08,78,
1,2024-05-06,94,
1,2024-06-09,-3,
1,2024-06-04,-25,
1,2024-08-11,3,
1,2024-01-17,-17,Sed vel enim sit amet nunc viverra dapibus.
1,2024-08-29,-32,
1,2024-01-03,6,
1,2025-05-13,44,Nulla suscipit ligula in lacus.
1,2024-05-08,93,
1,2024-07-02,36,Quisque ut erat.
1,2024-12-22,-42,
1,2025-01-30,66,Mauris lacinia sapien quis libero.
1,2024-09-12,-29,
1,2024-02-24,-32,
1,2024-11-08,12,Praesent blandit lacinia erat.
1,2025-08-22,51,
1,2024-07-10,99,
1,2024-06-11,71,Nam nulla.
1,2025-02-14,85,
1,2024-08-18,-34,
1,2025-02-07,5,
1,2024-09-02,87,
1,2025-07-04,52,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
1,2024-05-20,70,Quisque porta volutpat erat.
1,2024-10-04,11,
1,2025-01-09,-12,
1,2024-04-05,11,In blandit ultrices enim.
1,2024-09-10,7,
1,2024-07-24,97,
1,2024-03-01,-7,Quisque id justo sit amet sapien dignissim vestibulum.
1,2024-12-14,-27,
1,2024-10-16,68,
1,2024-06-11,44,
1,2024-11-08,-15,
1,2024-11-28,25,Quisque ut erat.
1,2024-09-28,34,
1,2024-10-17,56,
1,2024-05-20,25,
1,2024-01-24,77,
1,2024-09-18,52,
1,2025-07-05,98,
1,2025-05-03,-25,
1,2025-07-12,28,
1,2025-05-31,92,
1,2025-02-02,22,Fusce posuere felis sed lacus.
1,2024-11-01,9,Phasellus sit amet erat.
1,2024-07-30,32,
1,2025-07-22,-15,
1,2025-03-27,69,
1,2025-06-07,76,
1,2024-11-16,57,Curabitur in libero ut massa volutpat convallis.
1,2025-02-18,92,Vestibulum ac est lacinia nisi venenatis tristique.
1,2024-03-11,-38,
1,2024-07-31,72,
1,2024-09-24,5,
1,2024-04-03,9,
1,2025-04-01,13,
1,2024-04-10,37,
1,2024-03-05,-41,
1,2025-07-27,50,
1,2024-09-20,-35,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1,2025-01-22,17,
1,2025-02-15,58,
1,2024-11-03,8,
1,2024-04-06,95,
1,2025-06-25,-36,
1,2024-05-14,-3,
1,2025-05-24,24,
1,2025-01-17,-13,
1,2025-06-11,-11,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
1,2024-01-11,2,
1,2025-08-07,3,
1,2024-09-06,-42,Maecenas rhoncus aliquam lacus.
1,2024-03-04,4,
1,2024-04-12,-49,Suspendisse accumsan tortor quis turpis.
1,2025-03-28,90,
1,2025-01-15,-6,
1,2024-10-22,48,
1,2024-06-22,20,
1,2024-06-07,13,
1,2024-01-24,-46,
1,2024-05-21,89,
1,2025-03-17,65,
1,2024-12-14,-48,
1,2024-06-27,-22,
1,2024-12-21,35,
1,2025-01-15,-49,
1,2025-03-02,31,
1,2024-10-18,42,
1,2024-01-21,11,
1,2025-07-17,49,
1,2025-04-25,-40,
1,2025-03-09,5,
1,2024-07-25,15,
1,2024-07-14,66,
1,2024-02-28,44,
1,2024-06-26,-49,Integer non velit.
1,2025-08-01,80,
1,2025-02-11,97,
1,2025-04-05,87,
1,2024-07-23,78,
1,2024-03-30,85,
1,2025-07-30,70,
1,2024-09-03,-11,Maecenas rhoncus aliquam lacus.
1,2025-04-27,31,Phasellus id sapien in sapien iaculis congue.
1,2025-07-13,40,
1,2024-01-24,0,
1,2024-06-13,29,
1,2025-02-11,25,
1,2024-09-11,93,
1,2025-07-15,0,
1,2024-03-28,-33,Vivamus vestibulum sagittis sapien.
1,2025-08-09,-2,
1,2025-06-24,-10,
1,2025-07-29,-37,
1,2024-08-22,-43,
1,2024-01-18,-40,
1,2024-04-03,40,
1,2024-11-22,42,
1,2024-03-23,-15,
1,2024-02-05,96,
1,2024-12-15,90,
1,2025-05-01,50,
1,2024-08-29,-24,
1,2024-07-11,20,
1,2025-05-09,-4,Nulla tellus.
1,2025-08-03,83,
1,2024-07-04,35,
1,2025-07-09,97,
1,2025-01-26,65,Curabitur convallis.
1,2025-05-27,83,
1,2024-01-15,-6,
1,2025-08-04,-36,
1,2024-10-26,-38,
1,2024-01-16,82,
1,2024-06-28,-38,
1,2025-01-28,85,
1,2024-04-19,44,
1,2024-09-30,28,
1,2024-04-12,-7,
1,2024-05-19,25,Nulla tempus.
1,2024-03-10,-29,
1,2025-02-22,-45,
1,2024-05-02,25,
1,2025-02-18,98,
1,2024-11-30,89,
1,2025-05-12,62,
1,2024-04-20,5,
1,2024-10-17,90,
1,2025-06-29,28,
1,2024-04-13,95,
1,2025-07-25,-41,
1,2024-12-01,64,
1,2024-06-23,14,
1,2024-01-17,81,
1,2024-07-31,66,
1,2024-05-13,-24,Duis mattis egestas metus.
1,2025-07-19,51,
1,2025-03-18,55,
1,2024-09-01,53,
1,2024-01-03,37,
1,2025-01-21,58,
1,2024-01-03,6,In quis justo.
1,2024-11-30,70,
1,2024-05-24,6,
1,2025-05-26,-32,
1,2024-10-11,71,
1,2025-04-09,-16,Pellentesque ultrices mattis odio.
1,2024-09-16,43,
1,2024-01-22,-18,
1,2024-05-24,-38,
1,2025-03-24,33,
1,2024-06-12,18,Nulla ut erat id mauris vulputate elementum.
1,2024-08-12,3,Curabitur convallis.
1,2025-01-27,-10,Maecenas pulvinar lobortis est.
1,2024-03-03,-49,
1,2025-08-22,59,
1,2024-06-29,-36,
1,2025-04-12,82,Donec vitae nisi.
1,2024-08-24,17,
1,2025-02-25,28,
1,2025-04-17,94,
1,2024-10-08,-13,
1,2024-01-29,33,
1,2025-01-26,50,
1,2025-07-04,-21,
1,2024-06-22,98,Nulla suscipit ligula in lacus.
1,2025-05-05,78,
1,2024-02-07,17,Mauris sit amet eros.
1,2025-08-20,52,
1,2025-06-01,-21,
1,2024-06-09,36,
1,2025-06-29,72,Suspendisse potenti.
1,2024-06-06,20,
1,2024-03-26,-8,In hac habitasse platea dictumst.
1,2024-05-26,48,
1,2024-12-14,37,
1,2025-05-09,73,
1,2025-02-03,-1,
1,2024-04-14,-48,
1,2024-01-29,11,
1,2024-03-06,22,
1,2024-03-04,2,
1,2024-09-16,69,
1,2024-05-03,-25,
1,2024-09-13,-32,
1,2024-08-14,42,
1,2024-12-31,25,
1,2024-04-21,17,
1,2024-12-30,12,
1,2025-08-04,-34,
1,2024-11-28,51,
1,2025-02-07,-19,
1,2024-06-14,48,
1,2024-05-26,27,Morbi ut odio.
1,2024-01-16,27,Mauris sit amet eros.
1,2025-01-13,71,
1,2025-02-12,-45,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1,2024-08-05,22,
1,2025-08-04,47,
1,2024-07-06,54,
1,2025-08-12,-14,
1,2024-07-16,-9,
1,2024-08-18,85,
1,2025-07-29,-24,
1,2025-04-22,15,Maecenas ut massa quis augue luctus tincidunt.
1,2024-03-08,40,
1,2025-06-29,33,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
1,2025-06-06,74,Nulla facilisi.
1,2025-08-13,68,
1,2024-02-17,65,
1,2025-07-24,20,
1,2025-07-21,32,
1,2024-01-06,-40,
1,2024-02-21,-20,
1,2024-03-07,-26,
1,2024-01-24,54,
1,2025-06-22,38,Curabitur gravida nisi at nibh.
1,2025-06-06,98,
1,2024-01-06,56,
1,2024-06-20,-44,
1,2024-10-09,68,Morbi non lectus.
1,2025-04-13,54,
1,2024-06-15,98,
1,2025-01-17,40,
1,2025-03-10,-27,Cras non velit nec nisi vulputate nonummy.
1,2024-05-03,-37,
1,2025-05-05,97,
1,2024-05-29,-41,
1,2024-07-08,78,
1,2025-04-05,-35,
1,2024-06-16,-19,
1,2025-03-18,17,
1,2025-06-23,-17,
1,2024-02-27,-18,
1,2024-07-30,91,
1,2025-05-23,41,
1,2025-07-17,100,
1,2024-12-15,-18,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1,2024-01-17,0,Ut at dolor quis odio consequat varius.
1,2024-06-08,94,
1,2024-01-09,71,
1,2024-09-17,87,
1,2025-06-12,18,
1,2024-12-14,-35,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1,2025-01-13,73,
1,2024-09-26,-47,
1,2025-05-04,26,
1,2024-04-24,80,Praesent blandit.
1,2024-07-10,-15,
1,2024-04-15,19,
1,2024-06-08,-15,
1,2024-12-11,-39,Nullam sit amet turpis elementum ligula vehicula consequat.
1,2024-12-11,-1,
1,2025-07-29,-13,Nam dui.
1,2024-07-09,67,
1,2024-01-12,-49,
1,2024-03-30,18,
1,2025-02-10,-43,
1,2024-02-01,88,
1,2024-05-23,42,
1,2024-05-11,91,Integer tincidunt ante vel ipsum.
1,2024-02-07,25,
1,2024-02-12,94,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1,2024-04-24,14,
1,2024-04-22,71,
1,2025-07-16,42,
1,2024-05-16,81,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1,2025-06-14,9,
1,2025-06-13,34,
1,2024-04-22,72,
1,2024-10-03,-34,Fusce posuere felis sed lacus.
1,2024-06-22,-48,
1,2024-01-02,-31,Praesent blandit lacinia erat.
1,2025-05-09,2,
1,2025-07-03,-25,
1,2024-10-26,0,
1,2024-10-21,20,
1,2025-06-23,29,
1,2025-03-30,61,
1,2024-07-04,32,
1,2025-04-18,19,Maecenas ut massa quis augue luctus tincidunt.
1,2024-05-13,90,
1,2024-12-04,37,
1,2024-05-17,-40,
1,2025-07-10,73,
1,2024-08-09,40,
1,2024-07-17,67,
1,2024-10-12,86,
1,2024-05-23,57,
1,2024-08-28,-32,
1,2024-10-13,28,
1,2024-08-08,24,
1,2024-03-29,17,
1,2024-04-07,16,
1,2025-06-09,-25,
1,2024-02-28,93,Etiam faucibus cursus urna.
1,2025-04-09,60,
1,2024-09-11,51,
1,2024-02-28,37,
1,2025-01-09,32,
1,2024-08-06,24,
1,2025-06-30,-6,
1,2024-07-19,36,
1,2024-09-22,48,Curabitur convallis.
1,2024-09-27,63,
1,2024-12-03,63,
1,2025-05-27,55,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
1,2024-06-09,-14,
1,2024-10-05,14,
1,2024-06-26,29,Pellentesque at nulla.
1,2024-12-22,-10,Aliquam erat volutpat.
1,2024-04-23,24,
1,2024-10-04,-8,
1,2025-08-22,8,Donec ut mauris eget massa tempor convallis.
1,2024-05-28,57,
1,2024-10-30,61,
1,2025-03-20,17,
1,2024-01-05,81,
1,2024-06-13,-34,
1,2024-01-13,48,
1,2025-01-14,76,
1,2025-03-26,73,
1,2025-04-02,39,
1,2024-07-16,35,
1,2024-07-11,76,
1,2025-02-25,93,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
1,2025-05-18,99,
1,2024-12-09,22,
1,2024-12-09,45,
1,2025-01-10,-6,
1,2025-05-03,65,
1,2025-03-15,-14,
1,2025-07-25,-31,
1,2025-03-27,-30,Duis aliquam convallis nunc.
1,2025-04-18,35,
1,2025-04-04,12,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
1,2024-04-30,1,
1,2025-02-12,22,
1,2024-08-21,7,
1,2024-12-16,-39,
1,2024-05-16,3,
1,2024-02-05,49,
1,2024-09-16,-30,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
1,2024-01-06,-4,Morbi a ipsum.
1,2025-06-05,-36,
1,2025-06-04,53,
1,2024-07-28,-16,
1,2024-09-14,2,
1,2024-10-17,-7,Nulla facilisi.
1,2025-06-13,33,
1,2025-03-22,28,Integer ac neque.
1,2024-11-09,-10,
1,2025-01-27,-21,
1,2024-08-06,51,
1,2024-09-28,-42,
1,2024-07-01,5,
1,2024-08-24,28,
1,2025-05-24,-34,
1,2024-03-28,86,
1,2025-07-16,-21,
1,2025-04-14,51,
1,2025-03-26,30,
1,2024-02-10,0,
1,2025-02-13,79,Nulla facilisi.
1,2024-09-27,32,Duis aliquam convallis nunc.
1,2024-08-06,60,
1,2024-10-31,19,
1,2024-04-11,24,
1,2024-03-03,-45,
1,2024-10-20,11,
1,2025-05-19,14,
1,2024-03-28,46,Phasellus id sapien in sapien iaculis congue.
1,2024-09-04,53,
1,2024-11-17,45,
1,2024-10-31,-3,
1,2025-08-13,-44,
1,2025-06-09,-25,
1,2024-02-09,88,
1,2024-01-23,-50,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
1,2025-03-30,36,
1,2024-10-17,-16,
1,2025-04-27,72,
1,2024-01-17,-1,
1,2025-01-11,3,
1,2024-08-14,51,
1,2024-10-08,-23,
1,2025-04-11,85,
1,2024-10-16,36,Donec posuere metus vitae ipsum.
1,2024-07-11,44,
1,2024-06-09,-50,
1,2025-04-11,4,Suspendisse potenti.
1,2025-06-30,60,
1,2025-01-08,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
1,2024-05-14,8,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1,2024-04-25,58,Suspendisse ornare consequat lectus.
1,2024-02-21,-37,
1,2025-01-13,15,Donec ut mauris eget massa tempor convallis.
1,2025-06-10,46,
1,2024-12-30,1,In congue.
1,2025-05-20,93,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
1,2024-01-09,70,
1,2025-07-28,92,
1,2025-06-21,23,Aliquam quis turpis eget elit sodales scelerisque.
1,2025-06-16,68,Nulla ac enim.
1,2024-09-02,-30,
1,2025-07-28,78,
1,2024-01-17,25,
1,2024-05-13,60,Nulla ac enim.
1,2025-05-19,67,
1,2024-05-23,18,
1,2025-05-14,80,Proin eu mi.
1,2024-06-09,32,
1,2024-11-16,-31,
1,2024-08-01,7,
1,2025-03-13,47,
1,2024-01-06,85,
1,2025-02-21,-3,
1,2024-03-19,6,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
1,2024-06-10,1,
1,2024-06-10,69,
1,2025-01-26,-31,
1,2024-02-19,98,
1,2024-05-01,79,In hac habitasse platea dictumst.
1,2024-10-21,-44,
1,2024-12-10,-30,
1,2025-02-13,26,Donec ut dolor.
1,2025-07-25,-12,
1,2024-01-21,-36,
1,2025-04-03,58,
1,2024-09-01,92,
1,2024-06-24,95,Aliquam non mauris.
1,2025-05-09,37,
1,2024-01-15,28,
1,2024-02-02,5,
1,2025-06-07,32,
1,2024-05-19,23,Nam tristique tortor eu pede.
1,2024-10-21,60,
1,2024-04-19,60,
1,2024-08-29,81,
1,2025-02-23,27,
1,2024-11-22,-19,
1,2024-07-24,-5,
1,2024-08-19,40,
1,2024-06-26,84,
1,2024-09-20,77,
1,2024-06-25,2,
1,2025-02-14,25,In eleifend quam a odio.
1,2025-06-05,57,
1,2024-07-19,100,
